,name,rank,plddt,ptm,rmsd_string,rmsd_diffusion,plddt_nonrefined,ptm_nonrefined,rmsd_string_nonrefined,rmsd_var,langevin
2057,5KPE_8_6_7_id6,2,73.62249999999999,0.58,3.887805223464966,3.3237147331237793,77.2773148148148,0.64,3.0743260383605957,8,6
4618,5KPE_8_6_7_id6,3,71.43814814814816,0.59,7.497406959533691,7.963154315948486,69.32055555555556,0.56,3.1944777965545654,8,6
6159,5KPE_8_6_7_id6,4,70.40296296296296,0.56,6.669600009918213,7.088220596313477,67.66481481481482,0.56,3.5630970001220703,8,6
7905,5KPE_8_6_7_id6,5,68.69212962962963,0.56,7.150078296661377,7.584927558898926,67.64462962962963,0.57,3.1661415100097656,8,6
11682,5KPE_8_6_7_id7,1,75.72166666666666,0.52,10.638577461242676,10.26109790802002,71.42435185185184,0.54,2.9898478984832764,8,6
1144,5KPE_8_6_7_id7,2,73.66416666666667,0.47,12.158138275146484,11.720146179199219,70.01259259259258,0.58,3.7316877841949463,8,6
9332,5KPE_8_6_7_id7,3,69.455,0.5,11.075778007507324,10.690102577209473,69.29,0.56,2.9187872409820557,8,6
3216,5KPE_8_6_7_id7,4,68.24703703703705,0.46,6.746326923370361,6.22752046585083,68.18685185185186,0.54,3.009702444076538,8,6
6737,5KPE_8_6_7_id7,5,64.4486111111111,0.47,11.891181945800781,12.290183067321777,67.04259259259258,0.56,3.117994546890259,8,6
10818,5KPE_8_6_7_id8,1,74.55499999999999,0.52,11.142836570739746,10.714391708374023,77.40944444444446,0.61,10.562508583068848,8,6
522,5KPE_8_6_7_id8,2,70.01453703703703,0.53,3.93765926361084,3.5229601860046387,76.98861111111111,0.59,9.326580047607422,8,6
9805,5KPE_8_6_7_id8,3,68.87046296296296,0.54,4.037064552307129,3.5787782669067383,70.3675925925926,0.49,3.210007667541504,8,6
11670,5KPE_8_6_7_id8,4,66.69398148148149,0.5,3.4859139919281006,2.9814834594726562,67.46074074074075,0.5,10.742133140563965,8,6
9804,5KPE_8_6_7_id8,5,64.54277777777777,0.47,6.355012893676758,5.83662748336792,66.43472222222222,0.48,3.4303791522979736,8,6
5030,5KPE_8_6_8_id1,1,78.53203703703704,0.55,10.550223350524902,10.122392654418945,72.81361111111111,0.52,3.0493288040161133,8,6
4928,5KPE_8_6_8_id1,2,71.26935185185185,0.54,3.7369227409362793,3.4770681858062744,72.65916666666668,0.57,3.5166878700256348,8,6
7219,5KPE_8_6_8_id1,3,71.19953703703703,0.47,11.382254600524902,11.067191123962402,69.91314814814815,0.53,3.697244882583618,8,6
4394,5KPE_8_6_8_id1,4,70.26407407407407,0.44,10.959417343139648,10.623880386352539,69.02712962962964,0.57,3.369931221008301,8,6
3684,5KPE_8_6_8_id1,5,68.71203703703704,0.53,3.7410731315612793,3.376086711883545,68.74342592592592,0.55,3.1002631187438965,8,6
1929,5KPE_8_6_8_id2,1,79.61231481481482,0.62,1.963196039199829,1.7373051643371582,76.83055555555558,0.58,2.361083745956421,8,6
6944,5KPE_8_6_8_id2,2,79.25083333333333,0.63,3.192652940750122,2.8803625106811523,72.51435185185184,0.58,2.2973670959472656,8,6
3175,5KPE_8_6_8_id2,3,78.78138888888888,0.61,3.0247533321380615,2.803234338760376,71.49898148148148,0.57,2.4531478881835938,8,6
1837,5KPE_8_6_8_id2,4,78.51722222222223,0.61,2.7318665981292725,2.5622222423553467,71.3777777777778,0.55,2.094994306564331,8,6
3409,5KPE_8_6_8_id2,5,77.65888888888891,0.58,2.6859819889068604,2.3140265941619873,69.1962962962963,0.53,2.1146767139434814,8,6
8410,5KPE_8_6_8_id3,1,79.45111111111112,0.46,10.60225772857666,10.340065002441406,78.5722222222222,0.61,2.050788402557373,8,6
12354,5KPE_8_6_8_id3,2,77.75703703703702,0.61,3.970935106277466,3.7540841102600098,73.45435185185185,0.51,10.563013076782227,8,6
5648,5KPE_8_6_8_id3,3,73.60925925925925,0.58,4.133144855499268,3.89851975440979,73.2662037037037,0.48,11.49256420135498,8,6
1037,5KPE_8_6_8_id3,4,72.18037037037037,0.55,3.646326780319214,3.4030816555023193,71.10657407407408,0.52,2.249173164367676,8,6
7123,5KPE_8_6_8_id3,5,66.90046296296298,0.4,10.948803901672363,10.714200019836426,67.88203703703704,0.45,10.546964645385742,8,6
9995,5KPE_8_6_8_id4,1,69.02027777777778,0.52,3.3333864212036133,3.0795130729675293,75.13740740740741,0.57,5.673158168792725,8,6
10087,5KPE_8_6_8_id4,2,59.47740740740741,0.45,3.3132128715515137,3.016263484954834,73.11657407407408,0.58,4.577596664428711,8,6
5456,5KPE_8_6_8_id4,3,52.10296296296297,0.34,4.875456809997559,4.476912498474121,68.11972222222224,0.48,3.3067479133605957,8,6
940,5KPE_8_6_8_id4,4,49.559444444444445,0.26,14.786145210266113,14.914613723754883,64.73175925925926,0.49,4.0461812019348145,8,6
9869,5KPE_8_6_8_id4,5,45.42916666666667,0.3,10.880716323852539,10.598105430603027,63.21546296296296,0.48,4.479343891143799,8,6
7888,5KPE_8_6_8_id5,1,78.60935185185187,0.6,3.6814687252044678,3.273160219192505,76.72518518518518,0.55,11.218286514282227,8,6
4534,5KPE_8_6_8_id5,2,76.71481481481482,0.61,3.3175573348999023,2.976304292678833,72.07574074074074,0.54,2.982758045196533,8,6
11383,5KPE_8_6_8_id5,3,74.76759259259259,0.58,3.5221283435821533,3.2716927528381348,70.73768518518519,0.57,2.0475711822509766,8,6
2067,5KPE_8_6_8_id5,4,74.08712962962964,0.6,3.792999744415283,3.554537057876587,69.28120370370371,0.54,4.8792338371276855,8,6
7427,5KPE_8_6_8_id5,5,71.78,0.57,3.5892276763916016,3.354233503341675,67.91166666666666,0.54,10.667881965637207,8,6
3923,5KPE_8_6_8_id6,1,83.20055555555557,0.7,4.314772605895996,4.170581340789795,76.30111111111111,0.58,9.887349128723145,8,6
6083,5KPE_8_6_8_id6,2,83.11703703703705,0.64,4.574120998382568,4.474100589752197,74.58962962962963,0.55,10.134564399719238,8,6
10129,5KPE_8_6_8_id6,3,81.86092592592595,0.65,4.330004692077637,4.216262340545654,73.31888888888888,0.56,2.2180798053741455,8,6
10122,5KPE_8_6_8_id6,4,81.86879629629631,0.67,4.310097694396973,4.178338050842285,73.01185185185184,0.54,2.9558329582214355,8,6
690,5KPE_8_6_8_id6,5,81.22833333333335,0.66,4.2359395027160645,4.066471576690674,71.81657407407407,0.54,2.9872539043426514,8,6
10003,5KPE_8_6_8_id7,1,77.68037037037037,0.59,13.97780990600586,13.920122146606445,78.46138888888889,0.59,3.066617488861084,8,6
7644,5KPE_8_6_8_id7,2,77.43,0.58,13.840341567993164,13.607022285461426,78.16101851851853,0.59,3.1632211208343506,8,6
2591,5KPE_8_6_8_id7,3,75.79898148148148,0.58,13.982381820678711,13.875914573669434,77.42749999999998,0.63,3.9695680141448975,8,6
2072,5KPE_8_6_8_id7,4,74.50694444444444,0.57,14.238700866699219,14.128114700317383,76.38611111111112,0.54,2.1021928787231445,8,6
6601,5KPE_8_6_8_id7,5,70.03148148148149,0.52,12.813716888427734,12.80243968963623,76.14675925925928,0.6,2.5595457553863525,8,6
1737,5KPE_8_6_8_id8,1,73.62824074074072,0.57,3.6475114822387695,3.3666317462921143,68.7873148148148,0.49,3.770841360092163,8,6
5213,5KPE_8_6_8_id8,2,71.0863888888889,0.54,4.182000160217285,3.922597646713257,65.6913888888889,0.51,3.24749755859375,8,6
203,5KPE_8_6_8_id8,3,66.41370370370372,0.5,3.633169651031494,3.3365721702575684,65.07518518518519,0.43,9.973533630371094,8,6
2756,5KPE_8_6_8_id8,4,66.36101851851852,0.54,4.819243907928467,4.403639316558838,64.8787037037037,0.49,3.323559045791626,8,6
12411,5KPE_8_6_8_id8,5,64.67166666666665,0.5,4.282419204711914,3.932194471359253,63.35685185185185,0.49,3.384521007537842,8,6
1042,5KPE_8_6_9_id1,1,73.68166666666667,0.53,2.5984017848968506,2.2679781913757324,72.06722222222223,0.52,4.813683032989502,8,6
455,5KPE_8_6_9_id1,2,72.36833333333333,0.52,9.047003746032715,8.975532531738281,68.33518518518518,0.5,5.048569679260254,8,6
3317,5KPE_8_6_9_id1,3,64.31694444444445,0.48,4.3198113441467285,4.277685642242432,58.19916666666667,0.35,4.536027908325195,8,6
2287,5KPE_8_6_9_id1,4,63.93796296296296,0.48,10.184584617614746,9.991156578063965,49.19916666666666,0.39,7.811339378356934,8,6
2555,5KPE_8_6_9_id1,5,63.621203703703706,0.46,10.133785247802734,10.027811050415039,42.938796296296296,0.24,10.016780853271484,8,6
4363,5KPE_8_6_9_id2,1,81.14277777777778,0.64,1.7682673931121826,1.302864909172058,83.64175925925926,0.71,15.06000804901123,8,6
10434,5KPE_8_6_9_id2,2,79.24462962962961,0.61,1.8279844522476196,1.4354887008666992,79.60518518518519,0.59,15.301858901977539,8,6
4417,5KPE_8_6_9_id2,3,78.68796296296297,0.61,2.04733943939209,1.5848300457000732,79.43,0.66,15.789604187011719,8,6
367,5KPE_8_6_9_id2,4,71.44185185185185,0.49,4.572556972503662,4.13145637512207,70.64074074074075,0.37,13.327276229858398,8,6
11100,5KPE_8_6_9_id2,5,70.80574074074073,0.5,3.868032455444336,3.54756498336792,70.10314814814816,0.53,12.985637664794922,8,6
7422,5KPE_8_6_9_id3,1,84.4251851851852,0.63,10.472156524658203,10.33594036102295,75.85444444444445,0.59,4.000804901123047,8,6
4330,5KPE_8_6_9_id3,2,80.47287037037037,0.58,10.93764591217041,10.712912559509277,75.61296296296298,0.58,15.569692611694336,8,6
8372,5KPE_8_6_9_id3,3,79.13648148148148,0.58,10.451974868774414,10.288944244384766,74.87055555555555,0.59,11.308486938476562,8,6
2204,5KPE_8_6_9_id3,4,76.95796296296297,0.57,9.625096321105957,9.51646900177002,74.22907407407408,0.55,9.716578483581543,8,6
4839,5KPE_8_6_9_id3,5,71.02435185185186,0.53,8.10506820678711,7.926711082458496,69.42907407407408,0.51,11.235830307006836,8,6
8634,5KPE_8_6_9_id4,1,76.17212962962961,0.54,6.072772979736328,6.029058456420898,75.36888888888889,0.58,15.871686935424805,8,6
1378,5KPE_8_6_9_id4,2,72.82083333333333,0.51,7.059274673461914,6.981422424316406,69.98398148148148,0.56,6.293308734893799,8,6
8728,5KPE_8_6_9_id4,3,71.30592592592593,0.51,6.982731342315674,6.913885116577148,68.4888888888889,0.52,14.426078796386719,8,6
4174,5KPE_8_6_9_id4,4,70.59824074074075,0.51,6.5469770431518555,6.501635551452637,64.88712962962963,0.48,5.3927412033081055,8,6
7489,5KPE_8_6_9_id4,5,68.62555555555556,0.5,9.161109924316406,9.008790016174316,64.2401851851852,0.49,7.189448833465576,8,6
833,5KPE_8_6_9_id5,1,80.58,0.63,2.362213373184204,2.029728889465332,72.8461111111111,0.52,13.471076965332031,8,6
9429,5KPE_8_6_9_id5,2,79.66009259259259,0.6,3.760336399078369,3.4181478023529053,71.57462962962961,0.51,15.12447452545166,8,6
9954,5KPE_8_6_9_id5,3,78.63814814814813,0.58,5.437034606933594,5.014468669891357,69.20944444444444,0.51,11.325796127319336,8,6
6804,5KPE_8_6_9_id5,4,74.30972222222222,0.58,5.384670734405518,5.111349582672119,68.62074074074074,0.5,11.866241455078125,8,6
9446,5KPE_8_6_9_id5,5,68.68092592592592,0.51,7.65909481048584,7.416446685791016,65.22416666666666,0.48,5.193769931793213,8,6
2290,5KPE_8_6_9_id6,1,80.32083333333337,0.63,11.67859935760498,11.570058822631836,77.48277777777777,0.56,12.74983024597168,8,6
11499,5KPE_8_6_9_id6,2,76.33564814814815,0.56,11.570271492004395,11.395025253295898,76.28666666666666,0.56,12.366758346557617,8,6
10870,5KPE_8_6_9_id6,3,73.74324074074075,0.54,11.848690032958984,11.773880004882812,73.31805555555557,0.54,12.341924667358398,8,6
2718,5KPE_8_6_9_id6,4,69.9287962962963,0.51,12.32282543182373,12.237388610839844,67.68749999999999,0.43,11.647665023803711,8,6
769,5KPE_8_6_9_id6,5,69.055,0.5,12.252823829650879,12.086836814880371,61.48666666666667,0.38,11.181173324584961,8,6
6427,5KPE_8_6_9_id7,1,78.13694444444444,0.54,4.499825477600098,4.0816330909729,73.89703703703704,0.56,4.609357833862305,8,6
7244,5KPE_8_6_9_id7,2,77.62564814814816,0.57,3.317009925842285,2.9511678218841553,71.06,0.55,4.547607421875,8,6
149,5KPE_8_6_9_id7,3,74.76194444444445,0.53,5.700555324554443,5.657876014709473,69.83592592592593,0.54,13.52432632446289,8,6
9891,5KPE_8_6_9_id7,4,73.34861111111111,0.5,3.917553186416626,3.47249698638916,67.97916666666666,0.47,13.235211372375488,8,6
4252,5KPE_8_6_9_id7,5,72.2312962962963,0.53,4.850189685821533,4.567995071411133,63.35407407407408,0.5,5.013621807098389,8,6
2367,5KPE_8_6_9_id8,1,81.7125925925926,0.58,13.538031578063965,13.236387252807617,79.36175925925926,0.59,13.251175880432129,8,6
12156,5KPE_8_6_9_id8,2,76.88287037037036,0.6,3.519223690032959,3.2633895874023438,76.74407407407408,0.54,12.052719116210938,8,6
9500,5KPE_8_6_9_id8,3,75.88324074074073,0.57,10.320721626281738,10.130359649658203,75.66777777777777,0.54,10.740723609924316,8,6
11114,5KPE_8_6_9_id8,4,74.40722222222223,0.55,4.6042704582214355,4.368631362915039,61.46768518518519,0.36,15.42960262298584,8,6
5843,5KPE_8_6_9_id8,5,73.30203703703704,0.56,4.385915756225586,4.212516784667969,59.38314814814816,0.37,15.927068710327148,8,6
6334,5KPE_8_8_0_id1,1,60.805092592592594,0.47,11.009532928466797,11.360783576965332,81.56851851851852,0.71,14.821675300598145,8,8
2417,5KPE_8_8_0_id1,2,60.6712037037037,0.47,14.073283195495605,14.313509941101074,80.45185185185184,0.69,14.87654972076416,8,8
10666,5KPE_8_8_0_id1,3,58.55712962962963,0.43,13.016060829162598,13.28927993774414,80.17657407407408,0.7,14.98509407043457,8,8
3519,5KPE_8_8_0_id1,4,58.54379629629629,0.48,3.9503226280212402,3.5575509071350098,71.07111111111111,0.58,10.996102333068848,8,8
137,5KPE_8_8_0_id1,5,54.9350925925926,0.44,13.535179138183594,13.840145111083984,67.6912962962963,0.59,11.02037239074707,8,8
2598,5KPE_8_8_0_id2,1,71.58833333333334,0.54,3.3709988594055176,3.184250831604004,70.29351851851851,0.53,11.559639930725098,8,8
2666,5KPE_8_8_0_id2,2,66.62203703703703,0.49,8.615300178527832,8.85220718383789,69.33805555555557,0.53,10.821272850036621,8,8
9125,5KPE_8_8_0_id2,3,65.00879629629628,0.51,13.7846040725708,14.015707015991211,66.36694444444446,0.55,11.65505313873291,8,8
7505,5KPE_8_8_0_id2,4,64.49277777777777,0.45,6.085747718811035,5.829686641693115,65.6837962962963,0.53,11.917205810546875,8,8
2542,5KPE_8_8_0_id2,5,63.04277777777778,0.53,13.673855781555176,13.887456893920898,65.3962962962963,0.52,11.431404113769531,8,8
4399,5KPE_8_8_0_id3,1,81.61731481481483,0.54,13.635613441467285,13.352982521057129,64.20648148148149,0.46,11.799842834472656,8,8
454,5KPE_8_8_0_id3,2,80.39398148148148,0.51,13.482171058654785,13.225914001464844,61.54675925925925,0.45,7.332516193389893,8,8
970,5KPE_8_8_0_id3,3,78.21777777777778,0.5,13.150259017944336,12.909393310546875,59.89259259259258,0.44,5.309918403625488,8,8
12324,5KPE_8_8_0_id3,4,77.81574074074075,0.54,12.861651420593262,12.613619804382324,57.17259259259259,0.45,10.564169883728027,8,8
12196,5KPE_8_8_0_id3,5,76.98314814814815,0.5,13.838066101074219,13.631450653076172,50.63370370370371,0.39,10.152078628540039,8,8
12550,5KPE_8_8_0_id4,1,68.38194444444444,0.56,13.881790161132812,14.05494499206543,65.81046296296296,0.43,13.951626777648926,8,8
9894,5KPE_8_8_0_id4,2,67.04944444444445,0.54,13.779836654663086,13.9933443069458,59.97398148148148,0.49,12.888161659240723,8,8
8815,5KPE_8_8_0_id4,3,63.354722222222215,0.52,11.874673843383789,12.008560180664062,59.35842592592593,0.49,5.8093132972717285,8,8
5370,5KPE_8_8_0_id4,4,62.42546296296295,0.5,7.239857196807861,7.455099582672119,57.75435185185184,0.45,12.957499504089355,8,8
6584,5KPE_8_8_0_id4,5,61.415092592592586,0.49,11.841191291809082,12.01037311553955,41.85694444444445,0.27,14.413848876953125,8,8
12116,5KPE_8_8_0_id5,1,71.27342592592592,0.49,11.64928150177002,11.321205139160156,68.12314814814815,0.48,9.411907196044922,8,8
2938,5KPE_8_8_0_id5,2,66.06342592592593,0.52,5.135889530181885,4.793692111968994,67.53425925925927,0.48,8.708341598510742,8,8
5607,5KPE_8_8_0_id5,3,64.75833333333334,0.49,7.423311710357666,7.125576496124268,66.35296296296295,0.46,8.521716117858887,8,8
10500,5KPE_8_8_0_id5,4,62.98222222222223,0.53,14.176183700561523,14.360061645507812,63.44472222222222,0.48,8.256084442138672,8,8
997,5KPE_8_8_0_id5,5,62.75592592592593,0.51,5.876308441162109,5.6208271980285645,62.89620370370371,0.44,8.87968635559082,8,8
10665,5KPE_8_8_0_id6,1,72.33055555555555,0.49,12.07984447479248,11.891373634338379,70.18416666666667,0.32,16.5416316986084,8,8
756,5KPE_8_8_0_id6,2,69.98527777777778,0.53,7.757331848144531,8.030214309692383,66.95592592592591,0.32,17.20086669921875,8,8
1465,5KPE_8_8_0_id6,3,69.39509259259259,0.43,11.579571723937988,11.373369216918945,60.52851851851852,0.29,15.242788314819336,8,8
3924,5KPE_8_8_0_id6,4,67.04907407407407,0.49,7.707605361938477,7.918010711669922,60.485833333333325,0.29,14.358068466186523,8,8
8877,5KPE_8_8_0_id6,5,62.40833333333334,0.44,7.364102840423584,7.057904243469238,56.66287037037038,0.26,19.55769920349121,8,8
604,5KPE_8_8_0_id7,1,81.25601851851853,0.56,11.249053955078125,11.29161548614502,81.05564814814815,0.7,8.402203559875488,8,8
1185,5KPE_8_8_0_id7,2,76.62675925925926,0.49,11.023051261901855,10.819972038269043,70.41564814814814,0.57,7.294460773468018,8,8
7928,5KPE_8_8_0_id7,3,62.36268518518519,0.48,13.933568954467773,14.174137115478516,66.8637037037037,0.56,15.375560760498047,8,8
2153,5KPE_8_8_0_id7,4,57.84888888888889,0.48,9.806544303894043,10.026505470275879,59.70824074074072,0.48,6.885010719299316,8,8
2959,5KPE_8_8_0_id7,5,53.220925925925926,0.43,13.161231994628906,13.506213188171387,57.69444444444444,0.48,11.712932586669922,8,8
9301,5KPE_8_8_0_id8,1,87.23675925925926,0.6,13.91667366027832,13.703640937805176,70.32796296296296,0.56,14.632357597351074,8,8
86,5KPE_8_8_0_id8,2,82.04231481481482,0.52,14.816431045532227,14.61595344543457,69.77101851851852,0.51,14.73341178894043,8,8
2484,5KPE_8_8_0_id8,3,80.80074074074074,0.53,13.743637084960938,13.537117004394531,66.21157407407408,0.53,11.138855934143066,8,8
10662,5KPE_8_8_0_id8,4,80.40712962962962,0.58,13.881214141845703,13.682769775390625,57.49240740740739,0.34,16.773967742919922,8,8
1790,5KPE_8_8_0_id8,5,79.14546296296297,0.51,13.761247634887695,13.558510780334473,55.41824074074074,0.39,10.296443939208984,8,8
12422,5KPE_8_8_1_id1,1,82.62166666666666,0.6,12.062580108642578,11.665335655212402,71.17453703703704,0.55,4.049007415771484,8,8
1884,5KPE_8_8_1_id1,2,77.13092592592592,0.56,13.382231712341309,13.646599769592285,63.85833333333333,0.5,6.054055213928223,8,8
2949,5KPE_8_8_1_id1,3,72.34731481481482,0.53,5.6398210525512695,5.802793979644775,62.398796296296304,0.52,3.9277310371398926,8,8
5335,5KPE_8_8_1_id1,4,72.26944444444445,0.5,10.667189598083496,10.817888259887695,60.608981481481486,0.48,5.844613552093506,8,8
4615,5KPE_8_8_1_id1,5,71.31009259259258,0.51,8.643439292907715,8.929476737976074,58.37407407407407,0.47,14.200878143310547,8,8
5845,5KPE_8_8_1_id2,1,76.0987037037037,0.57,8.830621719360352,8.464801788330078,77.19407407407408,0.64,4.857717037200928,8,8
6104,5KPE_8_8_1_id2,2,75.37583333333333,0.55,5.557538032531738,5.1299028396606445,74.30296296296295,0.61,3.1097800731658936,8,8
12201,5KPE_8_8_1_id2,3,75.0289814814815,0.54,12.218459129333496,11.971373558044434,72.21194444444444,0.6,4.273731708526611,8,8
1827,5KPE_8_8_1_id2,4,74.85398148148148,0.55,11.808121681213379,12.075719833374023,71.44222222222223,0.59,3.082681655883789,8,8
8766,5KPE_8_8_1_id2,5,74.25583333333333,0.5,12.660137176513672,12.497991561889648,65.21361111111112,0.5,3.5721395015716553,8,8
3943,5KPE_8_8_1_id3,1,76.65407407407409,0.59,7.39579439163208,6.989400386810303,74.10037037037037,0.59,2.7084765434265137,8,8
11781,5KPE_8_8_1_id3,2,76.33342592592592,0.56,6.832856178283691,6.995052814483643,72.82824074074074,0.54,3.7454376220703125,8,8
9466,5KPE_8_8_1_id3,3,76.19407407407407,0.58,13.931069374084473,14.076103210449219,71.2475,0.57,2.1963589191436768,8,8
1805,5KPE_8_8_1_id3,4,74.12037037037038,0.56,12.275562286376953,12.573020935058594,70.09296296296296,0.54,2.538630962371826,8,8
9080,5KPE_8_8_1_id3,5,70.79416666666665,0.53,5.908449172973633,6.101161003112793,68.89564814814814,0.53,3.557999849319458,8,8
9797,5KPE_8_8_1_id4,1,82.36314814814814,0.59,12.805108070373535,12.483774185180664,70.97833333333334,0.57,2.133819341659546,8,8
1114,5KPE_8_8_1_id4,2,82.0199074074074,0.57,13.640301704406738,13.332633018493652,69.42851851851852,0.58,3.4537978172302246,8,8
9200,5KPE_8_8_1_id4,3,80.62194444444445,0.62,12.02341365814209,12.261383056640625,69.29490740740742,0.54,3.021622657775879,8,8
4333,5KPE_8_8_1_id4,4,79.87870370370368,0.62,10.346237182617188,10.591915130615234,66.77750000000002,0.54,2.5736281871795654,8,8
10823,5KPE_8_8_1_id4,5,73.85925925925928,0.54,10.194643020629883,10.434006690979004,64.46027777777778,0.46,2.879938840866089,8,8
7378,5KPE_8_8_1_id5,1,83.84305555555557,0.58,14.315140724182129,14.036375999450684,70.34787037037037,0.55,11.473307609558105,8,8
7275,5KPE_8_8_1_id5,2,80.1260185185185,0.57,12.757116317749023,12.465279579162598,69.40453703703703,0.53,10.560585021972656,8,8
9379,5KPE_8_8_1_id5,3,78.74074074074072,0.62,3.9407289028167725,3.762676477432251,67.84648148148148,0.55,9.736655235290527,8,8
7006,5KPE_8_8_1_id5,4,75.04249999999999,0.56,3.3992104530334473,3.132098436355591,66.4875,0.54,6.662142276763916,8,8
4091,5KPE_8_8_1_id5,5,70.43962962962962,0.54,6.846841812133789,6.454616546630859,65.39361111111111,0.53,7.063948631286621,8,8
11826,5KPE_8_8_1_id6,1,83.6449074074074,0.6,14.51239013671875,14.182147026062012,72.70759259259259,0.61,3.929013252258301,8,8
9173,5KPE_8_8_1_id6,2,80.35259259259259,0.56,14.341083526611328,13.985091209411621,71.13212962962963,0.59,3.3370797634124756,8,8
2479,5KPE_8_8_1_id6,3,79.23333333333333,0.57,9.440927505493164,8.972447395324707,68.96722222222222,0.53,3.3866617679595947,8,8
2963,5KPE_8_8_1_id6,4,76.5512037037037,0.61,4.112678050994873,3.6523048877716064,68.42055555555555,0.56,2.385638475418091,8,8
6573,5KPE_8_8_1_id6,5,76.50796296296296,0.55,7.7416768074035645,7.855963230133057,67.14064814814816,0.53,2.7843446731567383,8,8
93,5KPE_8_8_1_id7,1,72.53611111111111,0.49,10.838622093200684,10.95702075958252,66.53222222222222,0.53,2.725964307785034,8,8
324,5KPE_8_8_1_id7,2,70.7060185185185,0.48,10.431264877319336,10.493523597717285,66.20546296296295,0.48,2.603783369064331,8,8
5471,5KPE_8_8_1_id7,3,68.80092592592594,0.45,10.583257675170898,10.697858810424805,65.38962962962962,0.51,3.401026964187622,8,8
4740,5KPE_8_8_1_id7,4,67.99787037037038,0.43,10.385828971862793,10.514657020568848,61.35111111111113,0.47,2.884697437286377,8,8
1506,5KPE_8_8_1_id7,5,64.04462962962963,0.4,10.396172523498535,10.515382766723633,59.448518518518526,0.42,3.0933008193969727,8,8
1762,5KPE_8_8_1_id8,1,79.87759259259258,0.61,10.444836616516113,10.66169261932373,70.25305555555553,0.6,3.199925422668457,8,8
11127,5KPE_8_8_1_id8,2,77.90064814814816,0.58,10.480022430419922,10.697285652160645,67.68203703703703,0.51,5.7121262550354,8,8
3127,5KPE_8_8_1_id8,3,75.81527777777777,0.58,9.676064491271973,9.953534126281738,60.75157407407408,0.42,10.523069381713867,8,8
6812,5KPE_8_8_1_id8,4,72.84453703703704,0.55,10.28647232055664,10.460854530334473,58.74814814814814,0.38,4.798878192901611,8,8
11,5KPE_8_8_1_id8,5,67.45203703703704,0.47,7.990986347198486,8.209424018859863,57.011759259259264,0.37,4.472911357879639,8,8
10954,5KPE_8_8_2_id1,1,75.92601851851852,0.57,2.898926019668579,2.6351046562194824,77.51611111111113,0.59,5.042566299438477,8,8
11184,5KPE_8_8_2_id1,2,68.69518518518518,0.48,3.1933329105377197,2.836444139480591,76.28712962962962,0.64,4.798440456390381,8,8
7706,5KPE_8_8_2_id1,3,68.12333333333333,0.49,6.8687920570373535,7.121388912200928,75.42509259259259,0.58,5.079538345336914,8,8
2231,5KPE_8_8_2_id1,4,66.06898148148149,0.5,3.3490800857543945,3.0656559467315674,75.04351851851851,0.58,4.980642795562744,8,8
3736,5KPE_8_8_2_id1,5,64.76814814814814,0.47,2.973903179168701,2.778975486755371,72.11305555555555,0.57,4.6388139724731445,8,8
291,5KPE_8_8_2_id2,1,83.19740740740741,0.64,4.180368900299072,4.112429618835449,66.33287037037037,0.46,10.693171501159668,8,8
8155,5KPE_8_8_2_id2,2,80.01194444444444,0.61,4.098553657531738,3.8748157024383545,66.12370370370371,0.44,10.886902809143066,8,8
7000,5KPE_8_8_2_id2,3,77.36592592592594,0.57,3.9537394046783447,3.8330578804016113,64.24490740740741,0.45,10.590611457824707,8,8
624,5KPE_8_8_2_id2,4,68.64064814814816,0.48,2.939570665359497,2.588876247406006,63.67481481481481,0.38,11.047289848327637,8,8
1381,5KPE_8_8_2_id2,5,63.06740740740741,0.48,11.835935592651367,12.124789237976074,59.49240740740741,0.41,9.681475639343262,8,8
6099,5KPE_8_8_2_id3,1,81.97018518518519,0.62,4.502850532531738,4.5083184242248535,65.49768518518519,0.48,13.450699806213379,8,8
2805,5KPE_8_8_2_id3,2,80.30768518518518,0.62,4.269564628601074,4.2143073081970215,57.96055555555555,0.4,13.655118942260742,8,8
7041,5KPE_8_8_2_id3,3,79.7676851851852,0.62,4.173574924468994,4.143995761871338,56.99055555555555,0.37,5.600033760070801,8,8
11104,5KPE_8_8_2_id3,4,77.28629629629631,0.61,4.167038917541504,4.1446709632873535,50.49296296296296,0.33,12.715577125549316,8,8
6587,5KPE_8_8_2_id3,5,76.41555555555557,0.59,4.450386047363281,4.376082420349121,47.813518518518514,0.34,10.979860305786133,8,8
5447,5KPE_8_8_2_id4,1,82.98361111111109,0.64,3.9895071983337402,3.863356113433838,67.08555555555556,0.47,4.901529788970947,8,8
9327,5KPE_8_8_2_id4,2,77.39509259259259,0.58,2.7875423431396484,2.686863422393799,66.04342592592592,0.52,5.709395408630371,8,8
3653,5KPE_8_8_2_id4,3,76.6439814814815,0.55,3.3219261169433594,3.0814950466156006,65.56500000000001,0.48,5.946757793426514,8,8
12277,5KPE_8_8_2_id4,4,67.03518518518518,0.48,3.0136048793792725,3.0773415565490723,64.11648148148147,0.5,6.012826919555664,8,8
10415,5KPE_8_8_2_id4,5,63.71379629629629,0.46,3.0014069080352783,2.928586006164551,59.94157407407408,0.44,5.46577787399292,8,8
9647,5KPE_8_8_2_id5,1,76.80305555555555,0.56,2.3463082313537598,2.0638976097106934,71.77666666666666,0.42,12.12270450592041,8,8
